Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches
249,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28,1997,5.0,,,,,,,,,,,,,,,,,,,,,Matches
250,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,31,1994,2.1,,,,,,,,,,,,,,,,,,,,,Matches
251,Samu Becerra,es ESP,MF,Rayo Vallecano,es La Liga,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
252,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,28,1997,9.6,,,,,,,,,,,,,,,,,,,,,Matches
253,Sheraldo Becker,sr SUR,"FW,MF",Osasuna,es La Liga,30,1995,1.8,,,,,,,,,,,,,,,,,,,,,Matches
254,Sheraldo Becker,sr SUR,FW,Mainz 05,de Bundesliga,30,1995,10.5,,,,,,,,,,,,,,,,,,,,,Matches
255,Donny van de Beek,nl NED,MF,Girona,es La Liga,28,1997,0.5,,,,,,,,,,,,,,,,,,,,,Matches
256,Tjaš Begić,si SVN,MF,Parma,it Serie A,22,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
257,Hannes Behrens,de GER,"DF,MF",Heidenheim,de Bundesliga,20,2005,14.6,,,,,,,,,,,,,,,,,,,,,Matches
258,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,22,2002,22.5,,,,,,,,,,,,,,,,,,,,,Matches
259,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,21,2004,1.1,,,,,,,,,,,,,,,,,,,,,Matches
260,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20,2004,1.4,,,,,,,,,,,,,,,,,,,,,Matches
261,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21,2004,6.8,,,,,,,,,,,,,,,,,,,,,Matches
262,Rayane Belaid,es ESP,"MF,FW",Atlético Madrid,es La Liga,20,2005,1.5,,,,,,,,,,,,,,,,,,,,,Matches
263,Rafik Belghali,dz ALG,MF,Hellas Verona,it Serie A,23,2002,21.3,,,,,,,,,,,,,,,,,,,,,Matches
264,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31,1994,31.9,,,,,,,,,,,,,,,,,,,,,Matches
265,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23,2002,23.7,,,,,,,,,,,,,,,,,,,,,Matches
266,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33,1991,11.5,,,,,,,,,,,,,,,,,,,,,Matches
267,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23,2001,15.0,,,,,,,,,,,,,,,,,,,,,Matches
268,Raoul Bellanova,it ITA,MF,Atalanta,it Serie A,25,2000,15.3,,,,,,,,,,,,,,,,,,,,,Matches
269,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27,1998,13.9,,,,,,,,,,,,,,,,,,,,,Matches
270,Héctor Bellerín,es ESP,DF,Real Betis,es La Liga,30,1995,20.2,,,,,,,,,,,,,,,,,,,,,Matches
271,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19,2005,19.8,,,,,,,,,,,,,,,,,,,,,Matches
272,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22,2003,21.3,,,,,,,,,,,,,,,,,,,,,Matches
273,Jeanuël Belocian,fr FRA,DF,Wolfsburg,de Bundesliga,20,2005,13.9,,,,,,,,,,,,,,,,,,,,,Matches
274,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20,2005,3.2,,,,,,,,,,,,,,,,,,,,,Matches
275,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31,1993,2.5,,,,,,,,,,,,,,,,,,,,,Matches
276,Fran Beltrán,es ESP,MF,Girona,es La Liga,26,1999,11.2,,,,,,,,,,,,,,,,,,,,,Matches
277,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26,1999,5.9,,,,,,,,,,,,,,,,,,,,,Matches
278,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24,2001,15.2,,,,,,,,,,,,,,,,,,,,,Matches
279,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20,2005,2.8,,,,,,,,,,,,,,,,,,,,,Matches
280,Eliesse Ben Seghir,ma MAR,MF,Monaco,fr Ligue 1,20,2005,0.5,,,,,,,,,,,,,,,,,,,,,Matches
281,Carlos Benavídez,uy URU,DF,Alavés,es La Liga,27,1998,3.6,,,,,,,,,,,,,,,,,,,,,Matches
282,Adrian Benedyczak,pl POL,FW,Parma,it Serie A,24,2000,5.4,,,,,,,,,,,,,,,,,,,,,Matches
283,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,22,2002,5.3,,,,,,,,,,,,,,,,,,,,,Matches
284,Walter Benítez,ar ARG,GK,Crystal Palace,eng Premier League,32,1993,1.0,,,,,,,,,,,,,,,,,,,,,Matches
285,Iker Benito,es ESP,MF,Osasuna,es La Liga,22,2002,1.8,,,,,,,,,,,,,,,,,,,,,Matches
286,Mohamed Benoit Dao,fr FRA,FW,Paris FC,fr Ligue 1,18,2007,0.0,,,,,,,,,,,,,,,,,,,,,Matches
287,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30,1995,17.0,,,,,,,,,,,,,,,,,,,,,Matches
288,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30,1994,14.3,,,,,,,,,,,,,,,,,,,,,Matches
289,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28,1997,20.9,,,,,,,,,,,,,,,,,,,,,Matches
290,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,32,1993,3.0,,,,,,,,,,,,,,,,,,,,,Matches
291,Lucas Beraldo,br BRA,"DF,MF",PSG,fr Ligue 1,21,2003,17.4,,,,,,,,,,,,,,,,,,,,,Matches
292,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,30,1994,21.8,,,,,,,,,,,,,,,,,,,,,Matches
293,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35,1990,30.1,,,,,,,,,,,,,,,,,,,,,Matches
294,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,30,1995,23.9,,,,,,,,,,,,,,,,,,,,,Matches
295,Sander Berge,no NOR,MF,Fulham,eng Premier League,27,1998,32.3,,,,,,,,,,,,,,,,,,,,,Matches
296,Lucas Bergström,fi FIN,GK,Mallorca,es La Liga,22,2002,5.0,,,,,,,,,,,,,,,,,,,,,Matches
297,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19,2006,10.7,,,,,,,,,,,,,,,,,,,,,Matches
298,Medon Berisha,al ALB,MF,Lecce,it Serie A,21,2003,9.7,,,,,,,,,,,,,,,,,,,,,Matches
299,Anthony Bermont,fr FRA,MF,Lens,fr Ligue 1,20,2005,1.2,,,,,,,,,,,,,,,,,,,,,Matches
300,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24,2001,27.4,,,,,,,,,,,,,,,,,,,,,Matches
301,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18,2007,8.8,,,,,,,,,,,,,,,,,,,,,Matches
302,Gabin Bernardeau,fr FRA,MF,Nice,fr Ligue 1,19,2006,1.1,,,,,,,,,,,,,,,,,,,,,Matches
303,Federico Bernardeschi,it ITA,"MF,FW",Bologna,it Serie A,31,1994,13.5,,,,,,,,,,,,,,,,,,,,,Matches
304,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30,1995,25.7,,,,,,,,,,,,,,,,,,,,,Matches
305,Lorenzo Bernasconi,it ITA,MF,Atalanta,it Serie A,21,2003,17.5,,,,,,,,,,,,,,,,,,,,,Matches
306,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26,1999,25.6,,,,,,,,,,,,,,,,,,,,,Matches
307,Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,22,2003,19.6,,,,,,,,,,,,,,,,,,,,,Matches
308,Jan-Niklas Beste,de GER,MF,Freiburg,de Bundesliga,26,1999,18.9,,,,,,,,,,,,,,,,,,,,,Matches
309,Beto,gw GNB,FW,Everton,eng Premier League,27,1998,17.4,,,,,,,,,,,,,,,,,,,,,Matches
310,Brando Bettazzi,it ITA,MF,Pisa,it Serie A,17,2007,0.2,,,,,,,,,,,,,,,,,,,,,Matches
311,Sam Beukema,nl NED,DF,Napoli,it Serie A,26,1998,18.7,,,,,,,,,,,,,,,,,,,,,Matches
312,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32,1993,24.4,,,,,,,,,,,,,,,,,,,,,Matches
313,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22,2003,11.9,,,,,,,,,,,,,,,,,,,,,Matches
314,Pedro Bigas,es ESP,DF,Elche,es La Liga,34,1990,22.9,,,,,,,,,,,,,,,,,,,,,Matches
315,Justin Bijlow,nl NED,GK,Genoa,it Serie A,27,1998,15.5,,,,,,,,,,,,,,,,,,,,,Matches
316,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26,1999,21.0,,,,,,,,,,,,,,,,,,,,,Matches
317,Cristiano Biraghi,it ITA,"MF,DF",Torino,it Serie A,32,1992,5.7,,,,,,,,,,,,,,,,,,,,,Matches
318,Veljko Birmančević,rs SRB,FW,Getafe,es La Liga,27,1998,1.6,,,,,,,,,,,,,,,,,,,,,Matches
319,Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20,2005,14.5,,,,,,,,,,,,,,,,,,,,,Matches
320,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,28,1996,6.7,,,,,,,,,,,,,,,,,,,,,Matches
321,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31,1993,6.8,,,,,,,,,,,,,,,,,,,,,Matches
322,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20,2005,4.3,,,,,,,,,,,,,,,,,,,,,Matches
323,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34,1991,6.5,,,,,,,,,,,,,,,,,,,,,Matches
324,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25,2000,34.6,,,,,,,,,,,,,,,,,,,,,Matches
325,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27,1997,17.2,,,,,,,,,,,,,,,,,,,,,Matches
326,Janis Blaswich,de GER,GK,Leverkusen,de Bundesliga,34,1991,10.3,,,,,,,,,,,,,,,,,,,,,Matches
327,Daley Blind,nl NED,DF,Girona,es La Liga,35,1990,29.0,,,,,,,,,,,,,,,,,,,,,Matches
328,Adam Boayar,ma MAR,MF,Elche,es La Liga,19,2005,1.2,,,,,,,,,,,,,,,,,,,,,Matches
329,Oscar Bobb,no NOR,"MF,FW",Manchester City,eng Premier League,22,2003,5.2,,,,,,,,,,,,,,,,,,,,,Matches
330,Oscar Bobb,no NOR,MF,Fulham,eng Premier League,22,2003,6.3,,,,,,,,,,,,,,,,,,,,,Matches
331,Ben Bobzien,de GER,"FW,MF",Mainz 05,de Bundesliga,22,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
332,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27,1998,2.5,,,,,,,,,,,,,,,,,,,,,Matches
333,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,24,2000,5.1,,,,,,,,,,,,,,,,,,,,,Matches
334,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28,1997,7.2,,,,,,,,,,,,,,,,,,,,,Matches
335,Jeremie Boga,ci CIV,"MF,FW",Juventus,it Serie A,28,1997,7.5,,,,,,,,,,,,,,,,,,,,,Matches
336,Lamare Bogarde,nl NED,"MF,DF",Aston Villa,eng Premier League,21,2004,11.7,,,,,,,,,,,,,,,,,,,,,Matches
337,Jayden Bogle,eng ENG,"MF,DF",Leeds United,eng Premier League,25,2000,31.0,,,,,,,,,,,,,,,,,,,,,Matches
338,Dmytro Bohdanov,ua UKR,MF,Union Berlin,de Bundesliga,18,2007,0.1,,,,,,,,,,,,,,,,,,,,,Matches
339,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23,2002,9.1,,,,,,,,,,,,,,,,,,,,,Matches
340,Morgan Bokelé Mputu,cm CMR,MF,Metz,fr Ligue 1,21,2004,2.5,,,,,,,,,,,,,,,,,,,,,Matches
341,Hugo Bolin,se SWE,"MF,FW",Gladbach,de Bundesliga,22,2003,6.1,,,,,,,,,,,,,,,,,,,,,Matches
342,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26,1998,1.5,,,,,,,,,,,,,,,,,,,,,Matches
343,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25,2000,1.6,,,,,,,,,,,,,,,,,,,,,Matches
344,Javier Boñar,es ESP,DF,Atlético Madrid,es La Liga,20,2005,3.3,,,,,,,,,,,,,,,,,,,,,Matches
345,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28,1997,27.9,,,,,,,,,,,,,,,,,,,,,Matches
346,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,21,2003,19.6,,,,,,,,,,,,,,,,,,,,,Matches
347,Giovanni Bonfanti,it ITA,"DF,MF",Pisa,it Serie A,22,2003,5.5,,,,,,,,,,,,,,,,,,,,,Matches
348,Victor Boniface,ng NGA,FW,Werder Bremen,de Bundesliga,24,2000,3.7,,,,,,,,,,,,,,,,,,,,,Matches
349,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23,2002,19.0,,,,,,,,,,,,,,,,,,,,,Matches
350,Ange-Yoan Bonny,ci CIV,FW,Inter,it Serie A,21,2003,12.7,,,,,,,,,,,,,,,,,,,,,Matches
351,Thiago Borbas,uy URU,FW,Oviedo,es La Liga,23,2002,2.0,,,,,,,,,,,,,,,,,,,,,Matches
352,Sebastiaan Bornauw,be BEL,DF,Leeds United,eng Premier League,26,1999,4.8,,,,,,,,,,,,,,,,,,,,,Matches
353,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25,2000,14.2,,,,,,,,,,,,,,,,,,,,,Matches
354,Olivier Boscagli,fr FRA,DF,Brighton,eng Premier League,27,1997,8.9,,,,,,,,,,,,,,,,,,,,,Matches
355,Sebastián Boselli,uy URU,DF,Getafe,es La Liga,21,2003,4.2,,,,,,,,,,,,,,,,,,,,,Matches
356,Jean-Baptiste Bosey,fr FRA,FW,Strasbourg,fr Ligue 1,17,2008,0.0,,,,,,,,,,,,,,,,,,,,,Matches
357,Sven Botman,nl NED,DF,Newcastle,eng Premier League,25,2000,20.4,,,,,,,,,,,,,,,,,,,,,Matches
358,Ayyoub Bouaddi,ma MAR,MF,Lille,fr Ligue 1,17,2007,25.8,,,,,,,,,,,,,,,,,,,,,Matches
359,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20,2004,1.0,,,,,,,,,,,,,,,,,,,,,Matches
360,Badredine Bouanani,dz ALG,MF,Stuttgart,de Bundesliga,20,2004,5.1,,,,,,,,,,,,,,,,,,,,,Matches
361,Kaïl Boudache,fr FRA,"MF,FW",Nice,fr Ligue 1,19,2006,5.9,,,,,,,,,,,,,,,,,,,,,Matches
362,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25,1999,18.8,,,,,,,,,,,,,,,,,,,,,Matches
363,Sofiane Boufal,ma MAR,"MF,FW",Le Havre,fr Ligue 1,31,1993,11.3,,,,,,,,,,,,,,,,,,,,,Matches
364,Justin Bourgault,fr FRA,FW,Brest,fr Ligue 1,19,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
365,Jarrod Bowen,eng ENG,"MF,FW",West Ham,eng Premier League,28,1996,37.8,,,,,,,,,,,,,,,,,,,,,Matches
366,Kieron Bowie,sct SCO,FW,Hellas Verona,it Serie A,22,2002,13.3,,,,,,,,,,,,,,,,,,,,,Matches
367,Lucas Boyé,ar ARG,FW,Alavés,es La Liga,29,1996,21.8,,,,,,,,,,,,,,,,,,,,,Matches
368,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,23,2001,28.2,,,,,,,,,,,,,,,,,,,,,Matches
369,Rosen Bozhinov,bg BUL,DF,Pisa,it Serie A,20,2005,6.8,,,,,,,,,,,,,,,,,,,,,Matches
370,Domagoj Bradarić,hr CRO,MF,Hellas Verona,it Serie A,25,1999,21.8,,,,,,,,,,,,,,,,,,,,,Matches
371,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22,2003,10.3,,,,,,,,,,,,,,,,,,,,,Matches
372,Bilal Brahimi,dz ALG,"FW,MF",Nice,fr Ligue 1,25,2000,0.0,,,,,,,,,,,,,,,,,,,,,Matches
373,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29,1996,17.8,,,,,,,,,,,,,,,,,,,,,Matches
374,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,23,2002,7.6,,,,,,,,,,,,,,,,,,,,,Matches
375,Riccardo Braschi,it ITA,FW,Fiorentina,it Serie A,18,2006,1.2,,,,,,,,,,,,,,,,,,,,,Matches
376,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25,1999,25.0,,,,,,,,,,,,,,,,,,,,,Matches
377,Iker Bravo,es ESP,FW,Udinese,it Serie A,20,2005,2.3,,,,,,,,,,,,,,,,,,,,,Matches
378,Josip Brekalo,hr CRO,"MF,FW",Oviedo,es La Liga,27,1998,5.4,,,,,,,,,,,,,,,,,,,,,Matches
379,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28,1997,24.1,,,,,,,,,,,,,,,,,,,,,Matches
380,Marco Brescianini,it ITA,MF,Fiorentina,it Serie A,25,2000,9.6,,,,,,,,,,,,,,,,,,,,,Matches
381,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,25,2000,2.0,,,,,,,,,,,,,,,,,,,,,Matches
382,Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,24,2000,18.0,,,,,,,,,,,,,,,,,,,,,Matches
383,Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,18,2006,23.3,,,,,,,,,,,,,,,,,,,,,Matches
384,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23,2002,21.4,,,,,,,,,,,,,,,,,,,,,Matches
385,Marius Broholm,no NOR,MF,Lille,fr Ligue 1,20,2004,3.1,,,,,,,,,,,,,,,,,,,,,Matches
386,Armando Broja,al ALB,FW,Burnley,eng Premier League,23,2001,9.6,,,,,,,,,,,,,,,,,,,,,Matches
387,David Brooks,wls WAL,MF,Bournemouth,eng Premier League,28,1997,13.4,,,,,,,,,,,,,,,,,,,,,Matches
388,Nathaniel Brown,de GER,"MF,DF",Frankfurt,de Bundesliga,22,2003,29.5,,,,,,,,,,,,,,,,,,,,,Matches
389,Brugui,es ESP,"MF,FW",Levante,es La Liga,28,1996,11.2,,,,,,,,,,,,,,,,,,,,,Matches
390,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19,2006,1.5,,,,,,,,,,,,,,,,,,,,,Matches
391,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,26,1998,11.4,,,,,,,,,,,,,,,,,,,,,Matches
392,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26,1999,20.2,,,,,,,,,,,,,,,,,,,,,Matches
393,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34,1991,32.6,,,,,,,,,,,,,,,,,,,,,Matches
394,Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,28,1996,19.5,,,,,,,,,,,,,,,,,,,,,Matches
395,Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,22,2002,26.3,,,,,,,,,,,,,,,,,,,,,Matches
396,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21,2004,3.0,,,,,,,,,,,,,,,,,,,,,Matches
397,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26,1998,28.4,,,,,,,,,,,,,,,,,,,,,Matches
398,Louis Buffon,cz CZE,FW,Pisa,it Serie A,17,2007,0.4,,,,,,,,,,,,,,,,,,,,,Matches
399,Adam Buksa,pl POL,FW,Udinese,it Serie A,29,1996,10.2,,,,,,,,,,,,,,,,,,,,,Matches
400,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18,2006,8.5,,,,,,,,,,,,,,,,,,,,,Matches
401,Marius Bülter,de GER,"FW,MF",Köln,de Bundesliga,32,1993,17.7,,,,,,,,,,,,,,,,,,,,,Matches
402,Facundo Buonanotte,ar ARG,MF,Leeds United,eng Premier League,20,2004,0.4,,,,,,,,,,,,,,,,,,,,,Matches
403,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20,2004,0.5,,,,,,,,,,,,,,,,,,,,,Matches
404,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26,1999,28.0,,,,,,,,,,,,,,,,,,,,,Matches
405,Livan Burcu,tr TUR,"MF,FW",Union Berlin,de Bundesliga,20,2004,7.2,,,,,,,,,,,,,,,,,,,,,Matches
406,Jan Bürger,de GER,"MF,DF",Wolfsburg,de Bundesliga,18,2007,2.7,,,,,,,,,,,,,,,,,,,,,Matches
407,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24,2001,27.0,,,,,,,,,,,,,,,,,,,,,Matches
408,Jonathan Burkardt,de GER,FW,Frankfurt,de Bundesliga,25,2000,14.8,,,,,,,,,,,,,,,,,,,,,Matches
409,Oliver Burke,sct SCO,"FW,MF",Union Berlin,de Bundesliga,28,1997,18.5,,,,,,,,,,,,,,,,,,,,,Matches
410,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,19,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
411,Dan Burn,eng ENG,DF,Newcastle,eng Premier League,33,1992,24.4,,,,,,,,,,,,,,,,,,,,,Matches
412,Bradley Burrowes,eng ENG,MF,Aston Villa,eng Premier League,17,2008,0.2,,,,,,,,,,,,,,,,,,,,,Matches
413,Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,30,1994,21.3,,,,,,,,,,,,,,,,,,,,,Matches
414,Aurélio Buta,pt POR,DF,Frankfurt,de Bundesliga,28,1997,1.6,,,,,,,,,,,,,,,,,,,,,Matches
415,Jean Butez,fr FRA,GK,Como,it Serie A,30,1995,38.0,,,,,,,,,,,,,,,,,,,,,Matches
416,Jun'ai Byfield,eng ENG,DF,Tottenham,eng Premier League,16,2008,0.0,,,,,,,,,,,,,,,,,,,,,Matches
417,Sam Byram,eng ENG,"DF,MF",Leeds United,eng Premier League,31,1993,0.1,,,,,,,,,,,,,,,,,,,,,Matches
418,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22,2003,2.5,,,,,,,,,,,,,,,,,,,,,Matches
419,Pau Cabanes,es ESP,FW,Villarreal,es La Liga,20,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
420,Rémy Cabella,fr FRA,"MF,FW",Nantes,fr Ligue 1,35,1990,6.4,,,,,,,,,,,,,,,,,,,,,Matches
421,Jorge Cabello,es ESP,DF,Levante,es La Liga,21,2004,4.0,,,,,,,,,,,,,,,,,,,,,Matches
422,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18,2007,0.9,,,,,,,,,,,,,,,,,,,,,Matches
423,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34,1991,37.0,,,,,,,,,,,,,,,,,,,,,Matches
424,Anthony Caci,fr FRA,MF,Mainz 05,de Bundesliga,28,1997,5.8,,,,,,,,,,,,,,,,,,,,,Matches
425,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,26,1998,20.9,,,,,,,,,,,,,,,,,,,,,Matches
426,Mathieu Cafaro,fr FRA,FW,Paris FC,fr Ligue 1,28,1997,1.7,,,,,,,,,,,,,,,,,,,,,Matches
427,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23,2001,31.1,,,,,,,,,,,,,,,,,,,,,Matches
428,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34,1991,8.6,,,,,,,,,,,,,,,,,,,,,Matches
429,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29,1996,16.8,,,,,,,,,,,,,,,,,,,,,Matches
430,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23,2002,18.9,,,,,,,,,,,,,,,,,,,,,Matches
431,Miguel Calatayud,es ESP,DF,Mallorca,es La Liga,19,2006,0.5,,,,,,,,,,,,,,,,,,,,,Matches
432,Calebe,br BRA,MF,Alavés,es La Liga,25,2000,8.4,,,,,,,,,,,,,,,,,,,,,Matches
433,Fernando Calero,es ESP,DF,Espanyol,es La Liga,29,1995,23.9,,,,,,,,,,,,,,,,,,,,,Matches
434,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,28,1996,23.9,,,,,,,,,,,,,,,,,,,,,Matches
435,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31,1994,18.2,,,,,,,,,,,,,,,,,,,,,Matches
436,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28,1997,30.2,,,,,,,,,,,,,,,,,,,,,Matches
437,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31,1994,17.9,,,,,,,,,,,,,,,,,,,,,Matches
438,Abdoulaye Camara,fr FRA,MF,Udinese,it Serie A,16,2008,0.1,,,,,,,,,,,,,,,,,,,,,Matches
439,Adama Camara,fr FRA,"MF,DF",Paris FC,fr Ligue 1,28,1996,24.0,,,,,,,,,,,,,,,,,,,,,Matches
440,Amady Camara,ml MLI,FW,Nantes,fr Ligue 1,20,2005,1.9,,,,,,,,,,,,,,,,,,,,,Matches
441,Dawda Camara,mr MTN,FW,Girona,es La Liga,22,2002,0.8,,,,,,,,,,,,,,,,,,,,,Matches
442,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21,2004,20.5,,,,,,,,,,,,,,,,,,,,,Matches
443,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27,1998,29.5,,,,,,,,,,,,,,,,,,,,,Matches
444,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22,2003,30.2,,,,,,,,,,,,,,,,,,,,,Matches
445,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17,2008,7.6,,,,,,,,,,,,,,,,,,,,,Matches
446,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22,2002,17.0,,,,,,,,,,,,,,,,,,,,,Matches
447,Nicolò Cambiaghi,it ITA,"MF,FW",Bologna,it Serie A,24,2000,16.9,,,,,,,,,,,,,,,,,,,,,Matches
448,Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,25,2000,30.8,,,,,,,,,,,,,,,,,,,,,Matches
449,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,21,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
450,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24,2001,9.1,,,,,,,,,,,,,,,,,,,,,Matches
451,Cole Campbell,us USA,FW,Hoffenheim,de Bundesliga,19,2006,0.9,,,,,,,,,,,,,,,,,,,,,Matches
452,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,19,2006,0.2,,,,,,,,,,,,,,,,,,,,,Matches
453,Emre Can,de GER,DF,Dortmund,de Bundesliga,31,1994,6.9,,,,,,,,,,,,,,,,,,,,,Matches
454,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,23,2002,19.2,,,,,,,,,,,,,,,,,,,,,Matches
