Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Matches_shooting,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches_passing,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches_defense,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches_possession,nombre_normalizado,xG,xA,npxG,xGChain,xGBuildup,Pos_Principal,KPI_Goles_90,KPI_npxG_90,KPI_G_menos_xG_90,KPI_Conversion_Tiros,KPI_Regates_Exitosos_Pct,KPI_Asistencias_90,KPI_xA_90,KPI_PasesClave_90,KPI_DistPaseProgresivo_90,KPI_DistConduccionProgresiva_90,KPI_PasesCompletados_Pct,KPI_AccionesDefensivas_90,KPI_DuelosGanados_Pct,KPI_Despejes_90,KPI_Bloqueos_90,KPI_Errores_90
1,Brenden Aaronson,us USA,"MF,FW",Leeds United,eng Premier League,24.0,2000.0,37,30,2449.0,27.2,4.0,5.0,9,4,0,0,3,0,0.15,0.18,0.33,0.15,0.33,Matches,4,47,17,36.2,1.73,0.62,0.09,0.24,0,0,Matches,,,,,,,,,,,,,,,5.0,,,,,,Matches,,27,,,,,,,,,,,17,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,brenden aaronson,5.881288753822446,5.662709843367338,5.881288753822446,13.203591203317046,3.4881920777261257,MF,0.14705882352941177,0.2162238512434723,-0.06916502771406051,0.09,,0.18382352941176472,0.20818786188850508,,,,,,,,,
4,Jones El-Abdellaoui,ma MAR,"MF,FW",Celta Vigo,es La Liga,19.0,2006.0,22,4,681.0,7.6,2.0,0.0,2,2,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,2,17,4,23.5,2.25,0.53,0.12,0.5,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,3,,,,,,,,,,,3,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,jones el abdellaoui,2.383013777434826,0.5126708522439003,2.383013777434826,4.237487357109785,1.919035546481609,MF,0.2631578947368421,0.31355444439931923,-0.05039654966247709,0.12,,0.0,0.06745669108472373,,,,,,,,,
6,Himad Abdelli,dz ALG,MF,Angers,fr Ligue 1,25.0,1999.0,13,11,943.0,10.5,2.0,0.0,2,0,2,2,1,0,0.19,0.0,0.19,0.0,0.0,Matches,2,11,5,45.5,1.05,0.48,0.18,0.4,2,2,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,17,,,,,,,,,,,13,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,himad abdelli,1.9301752112805843,0.554893160238862,0.4099849201738834,6.202800817787647,5.655766012147069,MF,0.19047619047619047,0.03904618287370318,0.0066499798780395875,0.18,,0.0,0.05284696764179638,,,,,,,,,
7,Ali Abdi,tn TUN,"MF,DF",Nice,fr Ligue 1,31.0,1993.0,22,13,1187.0,13.2,3.0,0.0,3,3,0,0,4,1,0.23,0.0,0.23,0.23,0.23,Matches,3,16,4,25.0,1.21,0.3,0.19,0.75,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,11,,,,,,,,,,,10,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,ali abdi,2.4035323709249496,2.0493611991405487,2.4035323709249496,2.7499186024069786,1.635716256685555,MF,0.2272727272727273,0.18208578567613257,0.045186941596594726,0.19,,0.0,0.15525463629852643,,,,,,,,,
8,Salis Abdul Samed,gh GHA,MF,Nice,fr Ligue 1,25.0,2000.0,18,12,911.0,10.1,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,0,1,0,0.0,0.1,0.0,0.0,,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,7,,,,,,,,,,,11,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,salis abdul samed,0.0150888161733746,0.0130633702501654,0.0150888161733746,1.7302154079079628,1.7171520367264748,MF,0.0,0.0014939421953836238,-0.0014939421953836238,0.0,,0.0,0.0012934029950658812,,,,,,,,,
9,Saud Abdulhamid,sa KSA,MF,Lens,fr Ligue 1,26.0,1999.0,25,14,1352.0,15.0,2.0,4.0,6,2,0,0,4,1,0.13,0.27,0.4,0.13,0.4,Matches,2,8,3,37.5,0.53,0.2,0.25,0.67,0,0,Matches,,,,,,,,,,,,,,,4.0,,,,,,Matches,,22,,,,,,,,,,,9,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,saud abdulhamid,1.1027701515704391,2.749265618622303,1.1027701515704391,8.15099280513823,4.640084641054273,MF,0.13333333333333333,0.07351801010469594,0.05981532322863739,0.25,,0.26666666666666666,0.1832843745748202,,,,,,,,,
11,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,32.0,1993.0,28,27,2318.0,25.8,1.0,0.0,1,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,Matches,1,22,5,22.7,0.85,0.19,0.05,0.2,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,23,,,,,,,,,,,28,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,laurent abergel,0.7855375036597252,0.8618717035278678,0.7855375036597252,7.721735946834087,6.832115706056356,MF,0.03875968992248062,0.030447190064330432,0.008312499858150186,0.05,,0.0,0.033405879981700304,,,,,,,,,
12,Matthis Abline,fr FRA,"FW,MF",Nantes,fr Ligue 1,22.0,2003.0,32,27,2494.0,27.7,6.0,4.0,10,6,0,1,6,0,0.22,0.14,0.36,0.22,0.36,Matches,6,84,22,26.2,3.03,0.79,0.07,0.27,0,1,Matches,,,,,,,,,,,,,,,4.0,,,,,,Matches,,13,,,,,,,,,,,9,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,matthis abline,8.401815695688128,4.085846895352006,7.641720516607165,12.297505926340818,3.86945753544569,FW,0.21660649819494585,0.2758743868811251,-0.0867081478587772,0.07,,0.1444043321299639,0.14750349802714824,,,,,,,,,
13,Abner,br BRA,"DF,MF",Lyon,fr Ligue 1,25.0,2000.0,26,25,2150.0,23.9,3.0,2.0,5,3,0,0,4,1,0.13,0.08,0.21,0.13,0.21,Matches,3,17,7,41.2,0.71,0.29,0.18,0.43,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,24,,,,,,,,,,,8,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,abner,2.2416549902409315,3.11980695836246,2.2416549902409315,13.472650602459908,9.003189485520124,DF,0.12552301255230125,0.0937930958259804,0.03172991672632086,0.18,,0.08368200836820085,0.1305358559984293,,,,,,,,,
14,Zakaria Aboukhlal,ma MAR,MF,Torino,it Serie A,25.0,2000.0,15,6,511.0,5.7,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,0,7,2,28.6,1.23,0.35,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,12,,,,,,,,,,,1,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,zakaria aboukhlal,0.4121775142848491,0.5975706037133932,0.4121775142848491,1.3414292484521866,0.4527049548923969,MF,0.0,0.07231184461137703,-0.07231184461137703,0.0,,0.0,0.10483694801989354,,,,,,,,,
15,Abdel Abqar,ma MAR,DF,Getafe,es La Liga,26.0,1999.0,23,17,1437.0,16.0,0.0,2.0,2,0,0,0,10,1,0.0,0.13,0.13,0.0,0.13,Matches,0,7,1,14.3,0.44,0.06,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,17,,,,,,,,,,,20,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,abdel abqar,0.3874060558155179,0.7393411099910736,0.3874060558155179,0.4710551081225276,0.3116732258349657,DF,0.0,0.02421287848846987,-0.02421287848846987,0.0,,0.125,0.0462088193744421,,,,,,,,,
17,Francis Abu,gh GHA,MF,Toulouse,fr Ligue 1,24.0,2001.0,8,7,526.0,5.8,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,0,6,0,0.0,1.03,0.0,0.0,,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,12,,,,,,,,,,,8,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,francis abu,0.1765392795205116,0.0443781726062297,0.1765392795205116,1.878791879862547,1.688640858978033,MF,0.0,0.03043780681388131,-0.03043780681388131,0.0,,0.0,0.007651409070039603,,,,,,,,,
18,Giorgi Abuashvili,ge GEO,"MF,FW",Metz,fr Ligue 1,22.0,2003.0,23,6,698.0,7.8,2.0,0.0,2,2,0,0,1,0,0.26,0.0,0.26,0.26,0.26,Matches,2,23,9,39.1,2.97,1.16,0.09,0.22,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,8,,,,,,,,,,,5,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,giorgi abuashvili,1.1833200315013528,0.5751661360263824,1.1833200315013528,3.10530792362988,1.852052802219987,MF,0.25641025641025644,0.15170769634632728,0.10470256006392913,0.09,,0.0,0.07373924820851058,,,,,,,,,
20,Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988.0,18,15,1378.0,15.3,0.0,1.0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,Matches,0,3,1,33.3,0.2,0.07,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,9,,,,,,,,,,,18,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,francesco acerbi,0.370837839320302,0.9359209798276424,0.370837839320302,4.627755414694548,4.529267143458128,DF,0.0,0.024237767275836732,-0.024237767275836732,0.0,,0.06535947712418301,0.06117130587108774,,,,,,,,,
21,Ragnar Ache,de GER,FW,Köln,de Bundesliga,27.0,1998.0,29,18,1718.0,19.1,7.0,4.0,11,7,0,0,3,0,0.37,0.21,0.58,0.37,0.58,Matches,7,52,22,42.3,2.72,1.15,0.13,0.32,0,0,Matches,,,,,,,,,,,,,,,4.0,,,,,,Matches,,8,,,,,,,,,,,4,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,ragnar ache,11.002535559237003,2.971193479374051,11.002535559237003,12.966331753879786,3.521890965290368,FW,0.36649214659685864,0.5760489821590054,-0.20955683556214674,0.13,,0.20942408376963348,0.15555986803005503,,,,,,,,,
22,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,19.0,2006.0,17,8,666.0,7.4,1.0,0.0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,Matches,1,4,2,50.0,0.54,0.27,0.25,0.5,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,8,,,,,,,,,,,12,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,joshua acheampong,0.6709242314100266,0.137966588139534,0.6709242314100266,2.121888380497694,2.050211239606142,DF,0.13513513513513511,0.09066543667703061,0.04446969845810452,0.25,,0.0,0.018644133532369458,,,,,,,,,
23,Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000.0,32,21,2064.0,22.9,10.0,3.0,13,7,3,3,3,0,0.44,0.13,0.57,0.31,0.44,Matches,10,61,30,49.2,2.66,1.31,0.16,0.33,3,3,Matches,,,,,,,,,,,,,,,3.0,,,,,,Matches,,4,,,,,,,,,,,1,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,akor adams,10.047341846860943,1.1498911064118147,7.8175089890137315,9.731918376870452,1.3182228859513998,FW,0.4366812227074236,0.3413759383848791,-0.002067329557246439,0.16,,0.13100436681222707,0.05021358543283034,,,,,,,,,
24,Ché Adams,sct SCO,FW,Torino,it Serie A,29.0,1996.0,33,19,1893.0,21.0,6.0,2.0,8,6,0,0,0,0,0.29,0.1,0.38,0.29,0.38,Matches,6,53,18,34.0,2.52,0.86,0.11,0.33,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,9,,,,,,,,,,,1,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,che adams,6.609602872282267,3.2093243608251214,6.609602872282267,12.337604934349656,3.927069513127208,FW,0.2857142857142857,0.31474299391820315,-0.02902870820391746,0.11,,0.09523809523809523,0.15282496956310102,,,,,,,,,
25,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999.0,25,21,1772.0,19.7,2.0,2.0,4,2,0,0,8,0,0.1,0.1,0.2,0.1,0.2,Matches,2,10,6,60.0,0.51,0.3,0.2,0.33,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,24,,,,,,,,,,,30,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,tyler adams,0.9289743825793266,1.2302900850772858,0.9289743825793266,6.869911018759012,5.867583338171244,MF,0.10152284263959391,0.04715606002940744,0.054366782610186466,0.2,,0.10152284263959391,0.062451273354176946,,,,,,,,,
27,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,27.0,1997.0,16,8,795.0,8.8,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,0,2,0,0.0,0.23,0.0,0.0,,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,6,,,,,,,,,,,9,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,tosin adarabioyo,0.0724174678325653,0.4159756898880005,0.0724174678325653,3.179009012877941,3.179009012877941,DF,0.0,0.008229257708246056,-0.008229257708246056,0.0,,0.0,0.047269964760000054,,,,,,,,,
28,Jayden Addai,nl NED,MF,Como,it Serie A,19.0,2005.0,12,7,686.0,7.6,3.0,0.0,3,3,0,0,4,0,0.39,0.0,0.39,0.39,0.39,Matches,3,13,6,46.2,1.71,0.79,0.23,0.5,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,2,,,,,,,,,,,2,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,jayden addai,1.5144574735313654,1.0214554481208324,1.5144574735313654,3.735154617577791,1.3605918884277344,MF,0.39473684210526316,0.19927072020149544,0.19546612190376772,0.23,,0.0,0.13440203264747796,,,,,,,,,
29,Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002.0,28,15,1195.0,13.3,7.0,4.0,11,7,0,0,5,0,0.53,0.3,0.83,0.53,0.83,Matches,7,31,14,45.2,2.33,1.05,0.23,0.5,0,0,Matches,,,,,,,,,,,,,,,4.0,,,,,,Matches,,4,,,,,,,,,,,8,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,karim adeyemi,5.215220987796784,3.458098405972123,5.215220987796784,11.94034506380558,4.0952072106301785,MF,0.5263157894736842,0.39212187878171306,0.1341939106919711,0.23,,0.3007518796992481,0.2600073989452724,,,,,,,,,
30,Simon Adingra,ci CIV,"MF,FW",Sunderland,eng Premier League,23.0,2002.0,14,9,653.0,7.3,1.0,0.0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,Matches,1,6,2,33.3,0.83,0.28,0.17,0.5,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,8,,,,,,,,,,,2,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,simon adingra,0.3356043994426727,0.7323711905628443,0.3356043994426727,1.9754448235034945,1.0532179661095142,MF,0.136986301369863,0.045973205403105843,0.09101309596675716,0.17,,0.0,0.10032482062504716,,,,,,,,,
31,Simon Adingra,ci CIV,"MF,FW",Monaco,fr Ligue 1,23.0,2002.0,14,10,855.0,9.5,3.0,2.0,5,3,0,0,0,0,0.32,0.21,0.53,0.32,0.53,Matches,3,22,6,27.3,2.32,0.63,0.14,0.5,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,9,,,,,,,,,,,6,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,simon adingra,0.3356043994426727,0.7323711905628443,0.3356043994426727,1.9754448235034945,1.0532179661095142,MF,0.3157894736842105,0.035326778888702386,0.2804626947955081,0.14,,0.21052631578947367,0.07709170426977308,,,,,,,,,
32,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,22.0,2002.0,15,9,835.0,9.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0,4,2,50.0,0.43,0.22,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,7,,,,,,,,,,,9,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,nathaniel adjei,0.5435007661581039,0.0711866319179534,0.5435007661581039,1.2726756948977709,1.2014890629798174,DF,0.0,0.05844094259764558,-0.05844094259764558,0.0,,0.0,0.007654476550317569,,,,,,,,,
34,Amine Adli,ma MAR,MF,Bournemouth,eng Premier League,25.0,2000.0,31,10,1094.0,12.2,3.0,1.0,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,Matches,3,20,9,45.0,1.65,0.74,0.15,0.33,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,17,,,,,,,,,,,6,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,amine adli,3.5744741037487984,1.2779199946671724,3.5744741037487984,6.13513302244246,2.169084176421165,MF,0.24590163934426232,0.2929896806351474,-0.04708804129088511,0.15,,0.0819672131147541,0.10474754054648955,,,,,,,,,
37,Michel Aebischer,ch SUI,MF,Pisa,it Serie A,28.0,1997.0,35,33,2892.0,32.1,1.0,2.0,3,1,0,0,8,0,0.03,0.06,0.09,0.03,0.09,Matches,1,19,5,26.3,0.59,0.16,0.05,0.2,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,37,,,,,,,,,,,35,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,michel aebischer,0.8299102364107966,3.4363013366237283,0.8299102364107966,9.910697347484527,7.117089634761214,MF,0.03115264797507788,0.02585390144581921,0.005298746529258672,0.05,,0.06230529595015576,0.1070498858761286,,,,,,,,,
38,David Affengruber,at AUT,DF,Elche,es La Liga,24.0,2001.0,36,33,2949.0,32.8,1.0,1.0,2,1,0,0,7,1,0.03,0.03,0.06,0.03,0.06,Matches,1,14,4,28.6,0.43,0.12,0.07,0.25,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,50,,,,,,,,,,,50,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,david affengruber,1.327795687597245,1.4741862853989005,1.327795687597245,9.452831268310549,8.721062500029802,DF,0.030487804878048783,0.04048157584137942,-0.00999377096333064,0.07,,0.030487804878048783,0.044944703823137214,,,,,,,,,
40,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,28.0,1997.0,14,12,1101.0,12.2,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,Matches,0,10,3,30.0,0.82,0.25,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,21,,,,,,,,,,,14,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,emmanuel agbadou,0.44676383305341,0.1717668529599905,0.44676383305341,1.6553496047854424,1.543709209188819,DF,0.0,0.03661998631585328,-0.03661998631585328,0.0,,0.0,0.014079250242622174,,,,,,,,,
41,Julen Agirrezabala,es ESP,GK,Valencia,es La Liga,24.0,2000.0,18,18,1620.0,18.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,1,,,,,,,,,,,0,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,julen agirrezabala,0.0,0.0134038729593157,0.0,0.8106938730925322,0.8106938730925322,GK,,,,,,,,,,,,,,,,
42,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002.0,34,31,2686.0,29.8,1.0,3.0,4,1,0,0,12,0,0.03,0.1,0.13,0.03,0.13,Matches,1,15,2,13.3,0.5,0.07,0.07,0.5,0,0,Matches,,,,,,,,,,,,,,,3.0,,,,,,Matches,,40,,,,,,,,,,,49,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,lucien agoume,0.8295221757143736,3.1899660043418407,0.8295221757143736,9.656975163146852,6.904327908530831,MF,0.03355704697986577,0.027836314621287703,0.0057207323585780675,0.07,,0.10067114093959731,0.10704583907187384,,,,,,,,,
43,Felix Agu,ng NGA,"DF,MF",Werder Bremen,de Bundesliga,25.0,1999.0,11,9,744.0,8.3,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,0,2,1,50.0,0.24,0.12,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,14,,,,,,,,,,,11,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,felix agu,0.0819280599243938,0.4471510555595159,0.0819280599243938,1.301962075755,1.035733675584197,DF,0.0,0.009870850593300456,-0.009870850593300456,0.0,,0.0,0.0538736211517489,,,,,,,,,
45,Marc Aguado,es ESP,MF,Elche,es La Liga,25.0,2000.0,35,30,2500.0,27.8,1.0,2.0,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,Matches,1,3,2,66.7,0.11,0.07,0.33,0.5,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,26,,,,,,,,,,,42,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,marc aguado,0.2163164913654327,0.5746705206111073,0.2163164913654327,5.5891433618962765,5.029345314949751,MF,0.03597122302158273,0.007781168754152256,0.028190054267430476,0.33,,0.07194244604316546,0.020671601460831197,,,,,,,,,
47,Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29.0,1996.0,16,16,1396.0,15.5,1.0,0.0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,Matches,1,10,2,20.0,0.64,0.13,0.1,0.5,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,16,,,,,,,,,,,21,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,nayef aguerd,0.8858112841844559,0.2695878790691495,0.8858112841844559,9.148570242337884,9.126714654266834,DF,0.06451612903225806,0.05714911510867457,0.007367013923583492,0.1,,0.0,0.017392766391558033,,,,,,,,,
49,Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,32.0,1993.0,26,20,1720.0,19.1,2.0,2.0,4,2,0,0,6,1,0.1,0.1,0.21,0.1,0.21,Matches,2,13,3,23.1,0.68,0.16,0.15,0.67,0,0,Matches,,,,,,,,,,,,,,,2.0,,,,,,Matches,,24,,,,,,,,,,,24,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,ruben aguilar,1.0442059729248283,3.235480770468712,1.0442059729248283,10.672712955623863,8.755061404779553,MF,0.10471204188481674,0.054670469786640224,0.05004157209817652,0.15,,0.10471204188481674,0.16939689897741947,,,,,,,,,
51,Naouirou Ahamada,fr FRA,MF,Auxerre,fr Ligue 1,23.0,2002.0,15,8,682.0,7.6,0.0,1.0,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,Matches,0,6,1,16.7,0.79,0.13,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,10,,,,,,,,,,,5,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,naouirou ahamada,0.42560575902462,0.436866957694292,0.42560575902462,1.4489535465836525,0.5864808410406113,MF,0.0,0.056000757766397374,-0.056000757766397374,0.0,,0.13157894736842105,0.05748249443345948,,,,,,,,,
52,Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17.0,2008.0,22,15,1377.0,15.3,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,Matches,0,13,4,30.8,0.85,0.26,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,20,,,,,,,,,,,24,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,honest ahanor,2.38193753361702,0.1237909533083438,2.38193753361702,3.2897915095090866,2.9145306274294853,DF,0.0,0.1556821917396745,-0.1556821917396745,0.0,,0.0,0.008090911980937502,,,,,,,,,
53,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995.0,20,11,1098.0,12.2,0.0,1.0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,Matches,0,10,2,20.0,0.82,0.16,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,29,,,,,,,,,,,17,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,lucas ahijado,1.1217116303741932,1.3586394265294075,1.1217116303741932,4.464726865757257,2.8245097422041,DF,0.0,0.09194357626017978,-0.09194357626017978,0.0,,0.0819672131147541,0.11136388742044324,,,,,,,,,
54,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29.0,1995.0,8,7,639.0,7.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0,2,0,0.0,0.28,0.0,0.0,,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,3,,,,,,,,,,,10,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,joseph aidoo,0.3532345592975616,0.0,0.3532345592975616,1.9199420809745789,1.9199420809745789,DF,0.0,0.049751346379938256,-0.049751346379938256,0.0,,0.0,0.0,,,,,,,,,
55,Ola Aina,ng NGA,DF,Nottingham,eng Premier League,28.0,1996.0,18,18,1588.0,17.6,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches,0,12,1,8.3,0.68,0.06,0.0,0.0,0,0,Matches,,,,,,,,,,,,,,,0.0,,,,,,Matches,,21,,,,,,,,,,,26,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,ola aina,0.4096037317067384,0.341342007741332,0.4096037317067384,3.950665080919862,3.527306206524372,DF,0.0,0.023272939301519226,-0.023272939301519226,0.0,,0.0,0.019394432258030225,,,,,,,,,
56,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006.0,20,17,1403.0,15.6,2.0,1.0,3,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,Matches,2,13,4,30.8,0.83,0.26,0.15,0.5,0,0,Matches,,,,,,,,,,,,,,,1.0,,,,,,Matches,,11,,,,,,,,,,,18,,,,Matches,,,,,,,,,,,,,,,,,,,,,Matches,abdelhamid ait boudlal,1.8210137831047173,0.531465470790863,1.8210137831047173,4.456149698235095,4.422290397807956,DF,0.12820512820512822,0.1167316527631229,0.011473475442005302,0.15,,0.06410256410256411,0.03406829940967071,,,,,,,,,
